brand,line,model,size,slot,capacity_l,len_cm,wid_cm,hgt_cm,dia_cm,dims_state,dims_raw,dims_note,dims_source,dims_source_url,fabric,closure,shape,compression_straps,pockets,bags_per_listing,mounting_system,max_load,colorway_count,colorways,image_count,images,product_url
Apidura,Backcountry,Food Pouch,0.8L,stembag,0.8,16,9,16,,packed,9 cm wide x 16 cm tall x 6 cm deep; Diameter: 9 cm (3.5 in),"Upright pouch: len and hgt both carry the 16 cm height, wid is the 9 cm diameter. Fore-aft depth 6 cm.",maker,,TPU laminate (shiny welded),"drawcord, one-handed",tapered to clear the knee,,,1,,,1,Black #1c1c1e,2,https://medias.apidura.com/sHRQ6jzh/2024/01/apidura-backcountry-food-pouch-0.8l-1.jpg | https://medias.apidura.com/sHRQ6jzh/2024/01/apidura-backcountry-food-pouch-0.8l-2.jpg,https://www.apidura.com/shop/backcountry-food-pouch/
Apidura,Backcountry,Food Pouch,1.2L,stembag,1.2,19,10,19,,packed,10 cm wide x 19 cm tall x 7 cm deep; Diameter: 10 cm (3.9 in),"Upright pouch: len and hgt carry the 19 cm height, wid is the 10 cm diameter.",maker,,TPU laminate (shiny welded),"drawcord, one-handed",tapered to clear the knee,,,1,,,1,Black #1c1c1e,1,https://medias.apidura.com/sHRQ6jzh/2024/01/apidura-backcountry-food-pouch-1.2l-1-2.jpg,https://www.apidura.com/shop/backcountry-food-pouch/
Apidura,Backcountry,Food Pouch Plus,1.2L Plus,stembag,1.2,19,10,19,,packed,10 cm wide x 19 cm tall x 7 cm deep; Diameter: 9 cm (3.5 in) stated for the Plus,Same envelope as the 1.2 L; the Plus adds an external mesh pocket and a drainage hole.,maker,,TPU laminate (shiny welded),"drawcord, one-handed",tapered to clear the knee,,,1,,,1,Black #1c1c1e,1,https://medias.apidura.com/sHRQ6jzh/2024/01/apidura-backcountry-food-pouch-1.2l-1-2.jpg,https://www.apidura.com/shop/backcountry-food-pouch/
Apidura,Backcountry,Downtube Pack,1.8L,downtube,1.8,24,9.5,9,,packed,4 cm strap; 9 cm tall; MIN 16 cm / MAX 24 cm long; Width: 9.5 cm (3.7 in),"CORRECTION: catalogue had wid 9; page states Width 9.5 cm. MIN 16 / MAX 24 cm roll range, MAX used.",maker,,TPU laminate (shiny welded),roll-down with quick-release buckle,,,,1,,,1,Black #1c1c1e,2,https://medias.apidura.com/sHRQ6jzh/2022/04/apidura-backcountry-downtube-pack-1.8l-1.jpg | https://medias.apidura.com/sHRQ6jzh/2022/04/apidura-backcountry-downtube-pack-1.8l-on-bike-1.jpg,https://www.apidura.com/shop/backcountry-downtube-pack/
Apidura,Racing,Saddle Pack,3L,seatpack,3,24,12,14.5,,packed,14.5 cm tall; MIN 19 cm / MAX 24 cm long; 2.5 cm tail; Width: 12 cm (4.7 in),"CORRECTION: catalogue had wid 11; page states Width 12 cm. MIN 19 / MAX 24 cm roll range, MAX used.",maker,,TPU laminate (shiny welded),rolltop with quick-release buckles,tapered,2,,1,,,1,Black #1c1c1e,2,https://medias.apidura.com/sHRQ6jzh/2019/05/apidura-racing-saddle-pack-3l-1-1.jpg | https://medias.apidura.com/sHRQ6jzh/2019/05/apidura-racing-saddle-pack-3l-on-bike-1-2.jpg,https://www.apidura.com/shop/racing-saddle-pack/
Apidura,Racing,Saddle Pack,5L,seatpack,5,33,14,15,,packed,15 cm tall; MIN 23 cm / MAX 33 cm long; 4 cm tail; Width: 14 cm (5.5 in),CORRECTION: catalogue had wid 12; page states Width 14 cm. MAX 33 cm used.,maker,,TPU laminate (shiny welded),rolltop with quick-release buckles,tapered,2,,1,,,1,Black #1c1c1e,2,https://medias.apidura.com/sHRQ6jzh/2019/05/apidura-racing-saddle-pack-5l-1-1.jpg | https://medias.apidura.com/sHRQ6jzh/2019/05/apidura-racing-saddle-pack-5l-on-bike-1-2.jpg,https://www.apidura.com/shop/racing-saddle-pack/
Apidura,Racing,Saddle Pack,7L,seatpack,7,39.5,16,18,,packed,18 cm tall; MIN 29.5 cm / MAX 39.5 cm long; 4 cm tail; Width: 16 cm (6.3 in),CORRECTION: catalogue had wid 13; page states Width 16 cm. MAX 39.5 cm used.,maker,,TPU laminate (shiny welded),rolltop with quick-release buckles,tapered,2,,1,,,1,Black #1c1c1e,2,https://medias.apidura.com/sHRQ6jzh/2019/05/apidura-racing-saddle-pack-7l-1.jpg | https://medias.apidura.com/sHRQ6jzh/2019/05/apidura-racing-saddle-pack-7l-on-bike-1.jpg,https://www.apidura.com/shop/racing-saddle-pack/
Apidura,Racing,Handlebar Pack,2L,barbag,2,23,10,20,,packed,23 cm wide; MIN 15 cm / MAX 20 cm tall; Depth: 10 cm (3.9 in),CORRECTION: catalogue had wid 8; page states Depth 10 cm. MIN 15 / MAX 20 cm is the stretch-panel range; MAX is the height at rated 2 L.,maker,,TPU laminate (shiny welded),"fold-over with velcro strips, full-width access",box,0,,1,,,1,Black #1c1c1e,2,https://medias.apidura.com/sHRQ6jzh/2022/05/apidura-racing-handlebar-pack-2l-1.jpg | https://medias.apidura.com/sHRQ6jzh/2022/05/apidura-racing-handlebar-pack-2l-on-bike-1.jpg,https://www.apidura.com/shop/racing-handlebar-pack/
Apidura,Racing,Aerobar Pack,2.5L,barbag,2.5,26,11,9.5,,packed,9.5 cm tall; MIN 22 cm / MAX 26 cm long; Width: 11 cm (4.3 in),"CORRECTION: catalogue had wid 10; page states Width 11 cm. MIN 22 / MAX 26 cm roll range, MAX used.",maker,,TPU laminate (shiny welded),roll-down with quick-release buckles,barrel,0,,1,,,2,Black #1c1c1e | Reflective silver / yellow graphics #d8d24a,2,https://medias.apidura.com/sHRQ6jzh/2021/07/apidura-racing-aerobar-pack-2.5l-1.jpg | https://medias.apidura.com/sHRQ6jzh/2021/07/apidura-racing-aerobar-pack-2.5l-on-bike-1.jpg,https://www.apidura.com/shop/racing-aerobar-pack/
Apidura,Racing,Frame Pack,1L,framebag_half,1,20.5,5,13.5,,packed,20.5 cm long; 7 cm front and 13.5 cm mid heights; 3.5 cm rear; Width: 5 cm (2 in),"FALSE POSITIVE. Ratio 1.52. Photo (assets/products/apidura/racing-frame-pack-1l-1.jpg) shows a short deep wedge — 13.5cm tall over a 20.5cm top edge is what the picture shows. Box 1.38L against 1L rated. A half-frame wedge is not a 2.2:1 object. Photos (racing-frame-pack-1l-1.jpg, backcountry-frame-pack-1l-1.jpg) show stubby triangles whose height is roughly two-thirds of their top-tube length. The framebag_half elongation threshold of 2.2 is too strict for the small sizes; these numbers are Apidura's own diagram figures.",maker,,TPU laminate (shiny welded),waterproof zippers,wedge,0,,1,,,1,Black #1c1c1e,0,,https://www.apidura.com/shop/racing-frame-pack-1l/
Apidura,Racing,Frame Pack,2.4L,framebag_half,2.4,29,6,14,,packed,"29 cm long; 7 cm front, 14 cm mid, 5 cm rear heights; Width: 6 cm (2.4 in)","FALSE POSITIVE. Ratio 2.07 against a 2.20 threshold. Maker diagram figures, box 2.44L against 2.4L rated — a near-exact volume match, so the numbers are certainly right. A half-frame wedge is not a 2.2:1 object. Photos (racing-frame-pack-1l-1.jpg, backcountry-frame-pack-1l-1.jpg) show stubby triangles whose height is roughly two-thirds of their top-tube length. The framebag_half elongation threshold of 2.2 is too strict for the small sizes; these numbers are Apidura's own diagram figures.",maker,,TPU laminate (shiny welded),waterproof zippers,wedge,0,,1,,,1,Black #1c1c1e,0,,https://www.apidura.com/shop/racing-frame-pack/
Apidura,Racing,Frame Pack,4L,framebag_half,4,42,6,14,,packed,"42 cm long; 7 cm front, 14 cm mid, 5 cm rear heights; Width: 6 cm (2.4 in)",Dimensions read from the size diagram on the product page.,maker,,TPU laminate (shiny welded),waterproof zippers,wedge,0,,1,,,1,Black #1c1c1e,2,https://medias.apidura.com/sHRQ6jzh/2019/05/apidura-racing-frame-pack-4l-1-2.jpg | https://medias.apidura.com/sHRQ6jzh/2019/05/apidura-racing-frame-pack-4l-on-bike-1-2.jpg,https://www.apidura.com/shop/racing-frame-pack/
Apidura,Racing,Top Tube Pack,0.5L,toptube,0.5,17,4.5,10,,packed,17 cm long x 10 cm tall; Width: 4.5 cm (1.8 in),"FALSE POSITIVE. Ratio 1.70. Photo (assets/products/apidura/racing-top-tube-pack-0-5l-1.jpg) shows the bag mounted behind the stem: a compact humped wedge about 1.7x as long as it is tall, matching 17 x 10 exactly. Box 0.77L against 0.5L rated, normal for a tapered bag. The toptube 2:1 threshold is too strict for sub-1L packs.",maker,,TPU laminate (shiny welded),"magnetic flip-top, one-handed",,,,1,,,1,Black #1c1c1e,0,,https://www.apidura.com/shop/racing-top-tube-pack/
Apidura,Racing,Top Tube Pack,1L,toptube,1,23.5,4.5,10,,packed,23.5 cm long x 10 cm tall; Width: 4.5 cm (1.8 in),CORRECTION: catalogue had wid 5; page states Width 4.5 cm.,maker,,TPU laminate (shiny welded),"magnetic flip-top, one-handed",,,,1,,,1,Black #1c1c1e,1,https://medias.apidura.com/sHRQ6jzh/2022/08/apidura-racing-top-tube-pack-1l-on-bike-1.jpg,https://www.apidura.com/shop/racing-top-tube-pack/
Apidura,Racing,Bolt-On Top Tube Pack,1L,toptube,1,23.5,4.5,10,,packed,23.5 cm long x 10 cm tall; Width: 4.5 cm (1.8 in); bolt spacing 6.4 cm,CORRECTION: catalogue had wid 5; page states Width 4.5 cm.,maker,,TPU laminate (shiny welded),"magnetic flip-top, one-handed",,,,1,,,1,Black #1c1c1e,2,https://medias.apidura.com/sHRQ6jzh/2023/06/apidura-racing-bolt-on-top-tube-pack-1l-2.jpg | https://medias.apidura.com/sHRQ6jzh/2020/01/apidura-racing-bolt-on-top-tube-pack-1l-on-bike-1-1.jpg,https://www.apidura.com/shop/racing-bolt-on-top-tube-pack/
Apidura,Racing,Long Top Tube Pack,2L,toptube,2,44,4.5,10,,packed,44 cm long; 4.5 cm front and 10 cm rear heights; Width: 4.5 cm (1.8 in),CORRECTION: catalogue had wid 5; page states Width 4.5 cm. hgt is the taller rear end.,maker,,TPU laminate (shiny welded),waterproof two-way zipper with one-finger pullers,,,,1,,,1,Black #1c1c1e,2,https://medias.apidura.com/sHRQ6jzh/2020/10/apidura-racing-long-top-tube-pack-2l-1-1.jpg | https://medias.apidura.com/sHRQ6jzh/2020/10/apidura-racing-long-top-tube-pack-2l-on-bike-1-1.jpg,https://www.apidura.com/shop/racing-long-top-tube-pack/
Apidura,Aero,Frame Module,Medium,framebag_half,1.5,30.5,4.5,17.5,,unknown,,"FALSE POSITIVE - framebag_half is correct. Photo assets/products/apidura/aero-frame-module-medium-2.jpg shows a black triangular wedge hanging INSIDE the main triangle, filling the space behind the head tube between the top tube and down tube - not sitting on top of the top tube. Apidura's own page: 'Two Hypalon load straps, silicone backed' around the top tube, 'Velcro transfer panel attaches to downtube', 'Rubber tension bands attach to steerer', and 'Transfer Panels bridge the gap behind the headtube and downtube'. Compare the sibling Aero Top Tube Module (aero-top-tube-module-0-4l-1.jpg), which is a completely different tent-profile box that straddles the TOP of the top tube on two bolt/strap mounts. The line-outlier heuristic just picked up that the Aero line happens to contain three top tube modules; the Frame Module is genuinely a different mount.",maker,,TPU laminate (shiny welded),zip,wedge,2,,1,,,1,Black #1c1c1e,0,,https://www.apidura.com/shop/aero-frame-module/
Apidura,Aero,Frame Module,Large,framebag_half,2.8,31.5,4.5,19.5,,unknown,,"FALSE POSITIVE - framebag_half is correct. Photo assets/products/apidura/aero-frame-module-large-1.jpg shows the same triangular wedge mounted inside the front of the main triangle: top edge strapped under the top tube, front face wrapped against the head tube, bottom tab velcroed to the down tube. 31.5 x 19.5 x 4.5 cm is a slim frame wedge, not a top tube box. Same reasoning as the Medium.",maker,,TPU laminate (shiny welded),zip,wedge,2,,1,,,1,Black #1c1c1e,0,,https://www.apidura.com/shop/aero-frame-module/
Apidura,Aero,Top Tube Module,0.4L,toptube,0.4,22,5,6,,packed,22 cm long; 6 cm front and 3 cm rear heights; 5 cm wide,Dimensions read from the size diagram on the product page.,maker,,TPU laminate (shiny welded),fast-entry magnetic closure,,,,1,,,1,Black #1c1c1e,2,https://medias.apidura.com/sHRQ6jzh/2026/04/apidura-aero-top-tube-module-1.jpg | https://medias.apidura.com/sHRQ6jzh/2026/04/apidura-aero-top-tube-module-on-bike-1.jpg,https://www.apidura.com/shop/aero-top-tube-module/
Apidura,Aero,Bolt-On Top Tube Module,0.4L,toptube,0.4,22,5,6,,packed,22 cm long; 6 cm front and 3 cm rear heights; 5 cm wide; bolt spacing 6.4 cm,Two M5 bolts at 64 mm spacing with 5 cm fore-aft adjustment.,maker,,TPU laminate (shiny welded),fast-entry magnetic closure (not waterproof),,,,1,,,1,Black #1c1c1e,2,https://medias.apidura.com/sHRQ6jzh/2026/05/apidura-aero-bolt-on-top-tube-module-1-1.jpg | https://medias.apidura.com/sHRQ6jzh/2026/05/apidura-aero-bolt-on-top-tube-module-on-bike-2-1.jpg,https://www.apidura.com/shop/aero-bolt-on-top-tube-module/
Apidura,Aero,Bolt-On Long Top Tube Module,0.8L,toptube,0.8,34,5,6,,packed,34 cm long; 6 cm front and 3 cm rear heights; 5 cm wide; bolt spacing 6.4 cm,Dimensions read from the size diagram on the product page.,maker,,TPU laminate (shiny welded),full-length waterproof zipper,,,,1,,,1,Black #1c1c1e,2,https://medias.apidura.com/sHRQ6jzh/2026/05/apidura-aero-long-bolt-on-top-tube-module-1.jpg | https://medias.apidura.com/sHRQ6jzh/2026/05/apidura-aero-bolt-on-long-top-tube-module-on-bike-2-1.jpg,https://www.apidura.com/shop/aero-bolt-on-long-top-tube-module/
Apidura,City,Handlebar Pack,2L,barbag,2,20,10,20,,packed,20 cm wide; MIN 15 cm / MAX 20 cm tall; Depth: 10 cm (3.9 in),MIN 15 / MAX 20 cm is the stretch-panel range; MAX used.,maker,,TPU laminate (shiny welded),fold-over with velcro strips,box,0,,1,,,1,CT400 Marle (grey marl) #6f7174,2,https://medias.apidura.com/sHRQ6jzh/2022/02/apidura-city-handlebar-pack-2l-1-1-225x150.jpg | https://medias.apidura.com/sHRQ6jzh/2022/02/apidura-city-handlebar-pack-2l-on-bike-1-225x150.jpg,https://www.apidura.com/shop/city-handlebar-pack/
Apidura,Canyon Collab,Handlebar Pack,2L,barbag,2,23,10,20,,packed,"Depth: 10 cm (3.9 in); shares the Racing Handlebar Pack 2 L diagram: 23 cm wide, MIN 15 / MAX 20 cm tall",CORRECTION: catalogue had wid 8; page states Depth 10 cm. The page links the Racing 2 L dimension diagram.,maker,,TPU laminate (shiny welded),zip-free fold-over,box,0,,1,,,1,Black #1c1c1e,2,https://medias.apidura.com/sHRQ6jzh/2023/02/apidura-canyon-handlebar-pack-2l-1.jpg | https://medias.apidura.com/sHRQ6jzh/2023/02/apidura-canyon-handlebar-pack-2l-on-bike-1.jpg,https://www.apidura.com/shop/apidura-x-canyon-handlebar-pack/
Apidura,Canyon Collab,Saddle Pack,5L,seatpack,5,33,14,15,,packed,15 cm tall; MIN 23 cm / MAX 33 cm long; 4 cm tail; Depth: 14 cm (5.5 in),CORRECTION: catalogue had wid 12; page states 14 cm. MAX 33 cm used.,maker,,TPU laminate (shiny welded),rolltop,tapered,2,,1,,,1,Black #1c1c1e,2,https://medias.apidura.com/sHRQ6jzh/2021/05/apidura-canyon-saddle-pack-5l-1.jpg | https://medias.apidura.com/sHRQ6jzh/2021/05/apidura-canyon-saddle-pack-5l-on-bike-1.jpg,https://www.apidura.com/shop/apidura-x-canyon-saddle-pack/
Apidura,Canyon Collab,Frame Pack,2.4L,framebag_half,2.4,29,6,14,,packed,"29 cm long; 7 cm front, 14 cm mid, 5 cm rear heights; Width: 6 cm (2.4 in)","FALSE POSITIVE. Identical product to the Racing Frame Pack 2.4L in Canyon livery and it shares that pack's diagram. Ratio 2.07, box 2.44L against 2.4L rated. A half-frame wedge is not a 2.2:1 object. Photos (racing-frame-pack-1l-1.jpg, backcountry-frame-pack-1l-1.jpg) show stubby triangles whose height is roughly two-thirds of their top-tube length. The framebag_half elongation threshold of 2.2 is too strict for the small sizes; these numbers are Apidura's own diagram figures.",maker,,TPU laminate (shiny welded),waterproof zip designed to shed mud,wedge,0,,1,,,1,Black #1c1c1e,0,,https://www.apidura.com/shop/apidura-x-canyon-frame-pack/
Apidura,Canyon Collab,Frame Pack,4.5L,framebag_half,4.5,42,6,14.5,,packed,"42 cm long; 8 cm front, 14.5 cm mid, 6.5 cm rear heights; Width: 6 cm (2.4 in)",CORRECTION: catalogue had wid 6.5; page states Width 6 cm (6.5 cm is the rear-end height in the diagram).,maker,,TPU laminate (shiny welded),waterproof zip designed to shed mud,wedge,0,,1,,,1,Black #1c1c1e,1,https://medias.apidura.com/sHRQ6jzh/2021/05/apidura-canyon-frame-pack-lifestyle-1.jpg,https://www.apidura.com/shop/apidura-x-canyon-frame-pack/
Apidura,Canyon Collab,Bolt-On Top Tube Pack,1L,toptube,1,23.5,4.5,10,,packed,23.5 cm long x 10 cm tall; Width: 4.5 cm (1.8 in); bolt spacing 6.4 cm,CORRECTION: catalogue had wid 6.5; page states Width 4.5 cm (6.5 cm in the diagram is the base-plate depth).,maker,,TPU laminate (shiny welded),magnetic quick-access flip-top,,,,1,,,1,Black #1c1c1e,2,https://medias.apidura.com/sHRQ6jzh/2021/05/apidura-canyon-bolt-on-top-tube-pack-1l-1.jpg | https://medias.apidura.com/sHRQ6jzh/2021/05/apidura-canyon-bolt-on-top-tube-pack-1l-on-bike-1.jpg,https://www.apidura.com/shop/apidura-x-canyon-bolt-on-top-tube-pack/
Apidura,MAAP Collab,Handlebar Pack,9L,barroll,9,43,12,12,12,packed,12 cm tall; MIN 28.5 cm / MAX 43 cm wide; 22 cm front pocket; 13 cm strap spacing; Width: 12 cm (4.7 in),"VERIFIED, dims unchanged — the discrepancy is Apidura's, not the catalogue's. The dimension diagram on the product page is an SVG with the numerals converted to outlines, so I rendered it (headless Chrome) and read it: it says 12 cm tall, 13 cm strap spacing, 22 cm front pocket, MIN 28.5 cm / MAX 43 cm wide, and the page text adds Width: 12 cm. That is exactly what is stored. A 43 x 12 x 12 envelope is a 4.9L cylinder / 6.2L box, so the stated 9L cannot be an as-mounted volume. Corroboration: the Backcountry Handlebar Pack 7L carries the identical 43/12/12 diagram, i.e. Apidura rates the same envelope at 7L in one line and 9L in another. The litres are the optimistic figure (roll extended plus the 22cm external front pocket); the envelope is right. Left liters alone rather than invent a number the maker does not publish.",maker,,TPU laminate (shiny welded),roll-down with quick-release buckles,cylindrical,0,,1,,,2,MAAP Alt Road (loam green) #6f7358 | Graphite accents #4a4b48,0,,https://www.apidura.com/shop/maap-x-apidura-handlebar-pack-9l-v2/
Apidura,MAAP Collab,Saddle Pack,7L,seatpack,7,39.5,16,18,,packed,18 cm tall; MIN 29.5 cm / MAX 39.5 cm long; 4 cm tail; Width: 16 cm (6.3 in),CORRECTION: catalogue had wid 13; page states Width 16 cm. MAX 39.5 cm used.,maker,,TPU laminate (shiny welded),rolltop with quick-release buckles,tapered,2,,1,,,2,MAAP Alt Road (loam green) #6f7358 | Graphite accents #4a4b48,2,https://medias.apidura.com/sHRQ6jzh/2025/05/apidura-maap-saddle-pack-7l-1.jpg | https://medias.apidura.com/sHRQ6jzh/2025/05/apidura-maap-saddle-pack-7l-on-bike-1.jpg,https://www.apidura.com/shop/maap-x-apidura-saddle-pack-7l-v2/
Apidura,MAAP Collab,Frame Pack,1L,framebag_half,1,20.5,5,13.5,,packed,20.5 cm long; 7 cm front and 13.5 cm mid heights; 3.5 cm rear; Width: 5 cm (2 in),"FALSE POSITIVE. Same body as the Racing Frame Pack 1L in MAAP livery, same diagram. Ratio 1.52, box 1.38L against 1L rated. A half-frame wedge is not a 2.2:1 object. Photos (racing-frame-pack-1l-1.jpg, backcountry-frame-pack-1l-1.jpg) show stubby triangles whose height is roughly two-thirds of their top-tube length. The framebag_half elongation threshold of 2.2 is too strict for the small sizes; these numbers are Apidura's own diagram figures.",maker,,TPU laminate (shiny welded),waterproof zippers with oversized pull tab,wedge,0,,1,,,2,MAAP Alt Road (loam green) #6f7358 | Graphite accents #4a4b48,0,,https://www.apidura.com/shop/maap-x-apidura-frame-pack-1l-v2/
Apidura,MAAP Collab,Frame Pack,4L,framebag_half,4,42,6,14,,packed,42 cm long; 7 cm front and 14 cm mid heights; 5 cm rear; Width: 6 cm (2.4 in),Dimensions read from the size diagram on the product page.,maker,,TPU laminate (shiny welded),waterproof zippers with oversized pull tabs,wedge,0,,1,,,2,MAAP Alt Road (loam green) #6f7358 | Graphite accents #4a4b48,2,https://medias.apidura.com/sHRQ6jzh/2025/04/apidura-maap-frame-pack-4l-1.jpg | https://medias.apidura.com/sHRQ6jzh/2025/04/apidura-maap-frame-pack-4l-on-bike-1.jpg,https://www.apidura.com/shop/maap-x-apidura-frame-pack-4l-v2/
